UnitID,Institution Name,Grand total (S1997_ABD  Full time and part time  Instruction/research/public service),Grand total (EF1997  All students total),Applicants total (ADM2023),Admissions total (ADM2023),Grand total (EF2023  All students  Undergraduate total),Applicants total (ADM2022_RV),Admissions total (ADM2022_RV),Grand total (EF2022_RV  All students  Undergraduate total),Applicants total (ADM2021_RV),Admissions total (ADM2021_RV),Grand total (EF2021_RV  All students  Undergraduate total),Applicants total (ADM2020_RV),Admissions total (ADM2020_RV),Grand total (EF2020_RV  All students  Undergraduate total),Applicants total (ADM2019_RV),Admissions total (ADM2019_RV),Grand total (EF2019_RV  All students  Undergraduate total),Applicants total (ADM2018_RV),Admissions total (ADM2018_RV),Grand total (EF2018_RV  All students  Undergraduate total),Applicants total (ADM2017_RV),Admissions total (ADM2017_RV),Grand total (EF2017_RV  All students  Undergraduate total),Applicants total (ADM2016_RV),Admissions total (ADM2016_RV),Grand total (EF2016_RV  All students  Undergraduate total),Applicants total (ADM2015_RV),Admissions total (ADM2015_RV),Grand total (EF2015_RV  All students  Undergraduate total),Applicants total (ADM2014_RV),Admissions total (ADM2014_RV),Grand total (EF2014_RV  All students  Undergraduate total),Applicants total (IC2013_RV),Admissions total (IC2013_RV),Grand total (EF2013_RV  All students  Undergraduate total),Applicants total (IC2012_RV),Admissions total (IC2012_RV),Grand total (EF2012_RV  All students  Undergraduate total),Applicants total (IC2011_RV),Admissions total (IC2011_RV),Grand total (EF2011_RV  All students  Undergraduate total),Applicants total (IC2010_RV),Admissions total (IC2010_RV),Grand total (EF2010_RV  All students  Undergraduate total),Applicants total (IC2009_RV),Admissions total (IC2009_RV),Grand total (EF2009_RV  All students  Undergraduate total),Applicants total (IC2008_RV),Admissions total (IC2008_RV),Grand total (EF2008_RV  All students  Undergraduate total),Applicants total (IC2007),Admissions total (IC2007),Grand total (EF2007_RV  All students  Undergraduate total),Applicants total (IC2006),Admissions total (IC2006),Grand total (EF2006_RV  All students  Undergraduate total),Applicants total (IC2005),Admissions total (IC2005),Grand total (EF2005_RV  All students  Undergraduate total),Applicants total (IC2004),Admissions total (IC2004),Grand total (EF2004_RV  All students  Undergraduate total),Applicants total (IC2003),Admissions total (IC2003),Grand total (EF2003  All students  Undergraduate total),Applicants total (IC2002),Admissions total (IC2002),Grand total (EF2002  All students  Undergraduate total),Applicants total (IC2001),Admissions total (IC2001),Grand total (EF2001  All students  Undergraduate total),
199111,University of North Carolina Asheville,164,3179,5465,5131,2907,4278,3179,2914,4550,3714,3233,3115,2474,3358,3750,3150,3587,3219,3014,3743,3437,2763,3826,3523,2675,3798,3285,2579,3858,3090,2260,3804,3036,1944,3736,2945,2016,3693,2384,1846,3814,2510,1901,3916,2446,1789,3845,2651,2012,3589,2654,1889,3664,2362,1482,3613,2591,1890,3462,2293,1663,3539,1937,1298,3410,1937,1298,3351,1858,1192,3257,
